GROUP,FAMILY,SPECIES,FEED MODE ,SIZE,MOBILITY,BIOTURBATION,STATION,TREATMENT,CORE,LAYER,COUNTS,ABUNDANCE,BIOMASS,Dry Weight_mg,Dry Weight_ug,Biomass_analysed_mg,Biomass_analysed_ug,n_analysed,Biomass.mg.C.m2,Biomass.mg.N.m2,N_µg,15N_at.percentage,δ15N_air,C_µg,δ13C_VPDB,Formalin.corrected_δ13C_VPDB,13C_at.percentage,Core area_m2,Actual_C.percentage,Actual_N.percentage,Sample_weight_mgC,Sample_weight_mgN,Sample_weight_ugC,Sample_weight_ugN,Sample_weight_ugC/m2,Sample_weight_ugN/m2,Sample_weight_mgCm2,Sample_weight_mgN/m2,Background_N_µg,Background_15N_at.percentage,Background_δ15N_air,Background_C_µg,Background_δ13C_VPDB,Background_Formalin.corrected_δ13C_VPDB,Background_13C_at.percentage,Δδ13C,R 13C sample,R 13C control,F 13C sample,F 13C control ,E 13C,I 13C_ugC,Algal labeling factor,I total_ugC,I.total..ug.C.m2.,I.total..mg.C.m2.,ug.C.mg.1,,Δδ13N,R 13N sample,R 13N control,F 13N sample,F 13N control ,E 13N,I 13C_ugN,Algal labeling factor,I total_ugN,I.total..ug.N.m2.,I.total..mg.N.m2.,ug.N.mg.1
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,PP,PP3,0-5cm,1,333.333,151.3,0.454,453.895,0.784,784,2,35.316,8.251,42.754,0.406,108.128,183.004,5.238,6.238,1.111,0.003,0.233,0.055,0.106,0.025,105.949,24.752,35316.472,8250.812,35.316,8.251,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,29.644,0.011,0.011,0.011,0.011,0,0.06,0.538,0.111,18.485,0.018,0.303,,96.362,0.004,0.004,0.004,0.004,0,0.015,0.459,0.033,5.457,0.005,0.383
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,PP,PP3,5-10cm,1,333.333,92,0.276,276,0.276,276,1,19.395,4.899,14.697,0.372,14.581,58.186,-22.928,-21.928,1.081,0.003,0.211,0.053,0.058,0.015,58.186,14.697,19395.315,4898.985,19.395,4.899,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,1.479,0.011,0.011,0.011,0.011,0,0.001,0.538,0.002,0.586,0.001,0.03,,2.815,0.004,0.004,0.004,0.004,0,0,0.459,0,0.11,0,0.022
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,PP,PP3,0-5cm,3,1000,28.5,0.086,85.5,,0,,9.77,2.263,,,,,,,,0.003,0.343,0.079,0.029,0.007,29.309,6.788,9769.545,2262.553,9.77,2.263,,,,,,,,,,,,,,,,,3.883,0.004,0.07,,,,,,,,,,,1.202,0.001,0.1
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,PP,PP3,5-10cm,1,333.333,9.5,0.029,28.5,,0,,3.257,0.754,,,,,,,,0.003,0.343,0.079,0.01,0.002,9.77,2.263,3256.515,754.184,3.257,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Nuculidae ,Nucula Sp.,FF/SDF,,,,ST177,PP,PP3,0-5cm,1,333.333,309.67,0.929,929,0.93,930,1,99.082,22.752,68.329,0.399,88.41,297.565,-4.897,-3.897,1.1,0.003,0.32,0.073,0.297,0.068,297.245,68.256,99081.803,22751.991,99.082,22.752,110.12,0.371,11.864,480.523,-22.609,-21.609,1.081,17.712,0.011,0.011,0.011,0.011,0,0.058,0.538,0.108,35.92,0.036,0.362,,76.547,0.004,0.004,0.004,0.004,0,0.019,0.459,0.042,13.858,0.014,0.608
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,PP,PP3,0-5cm,1,333.333,57,0.171,171,,0,,10.991,2.63,,,,,,,,0.003,0.193,0.046,0.033,0.008,32.972,7.891,10990.821,2630.307,10.991,2.63,,,,,,,,,,,,,,,,,12.149,0.012,0.34,,,,,,,,,,,3.779,0.004,0.437
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,PP,PP3,5-10cm,1,333.333,1.19,0.004,3.581,,0,,0.23,0.055,,,,,,,,0.003,0.193,0.046,0.001,0,0.691,0.165,230.181,55.086,0.23,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,PP,PP3,0-5cm,15,5000,3488.33,10.465,10465,1.002,1002,1,1193.268,295.18,84.789,0.564,542.228,342.758,306.649,307.649,1.44,0.003,0.342,0.085,3.58,0.886,3579.803,885.541,1193267.812,295180.468,1193.268,295.18,78.289,0.371,13.409,319.802,-23.324,-22.324,1.08,329.973,0.015,0.011,0.014,0.011,0.004,1.239,0.538,2.305,768.18,0.768,0.644,,528.819,0.006,0.004,0.006,0.004,0.002,0.163,0.459,0.356,118.597,0.119,0.402
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,PP,PP3,0-5cm,28,9333.333,929.67,2.789,2789,1.118,1118,12,395.389,64.649,77.746,0.417,138.993,475.487,2.419,3.419,1.108,0.003,0.425,0.07,1.186,0.194,1186.166,193.948,395388.501,64649.352,395.389,64.649,127.661,0.371,13.108,659.867,-23.096,-22.096,1.08,25.515,0.011,0.011,0.011,0.011,0,0.133,0.538,0.248,82.678,0.083,0.209,,125.884,0.004,0.004,0.004,0.004,0,0.036,0.459,0.078,25.925,0.026,0.401
Polychaeta,unidentified,unidentified,,,,,ST177,PP,PP3,0-5cm,,,1592.33,4.777,4777,,0,,540.312,127.451,,,,,,,,0.003,0.339,0.08,1.621,0.382,1620.935,382.352,540311.619,127450.657,540.312,127.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,PP,PP3,0-5cm,1,333.333,5.52,0.017,16.547,0.563,563,7,2.398,0.54,,,,,,,,0.003,0.435,0.098,0.007,0.002,7.194,1.62,2398.121,539.911,2.398,0.54,,,,,,,,,,,,,,,,,150.631,0.151,4.397,,,,,,,,,,,41.412,0.041,4.858
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,PP,PP4,0-5cm,1,333.333,110.04,0.33,330.105,,0,,28.217,6.938,,,,,,,,0.003,0.256,0.063,0.085,0.021,84.651,20.815,28216.997,6938.231,28.217,6.938,,,,,,,,,,,,,,,,,18.485,0.018,0.303,,,,,,,,,,,5.457,0.005,0.383
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,PP,PP4,0-5cm,5,1666.667,47.5,0.143,142.5,,0,,16.283,3.771,,,,,,,,0.003,0.343,0.079,0.049,0.011,48.848,11.313,16282.575,3770.921,16.283,3.771,,,,,,,,,,,,,,,,,3.883,0.004,0.07,,,,,,,,,,,1.202,0.001,0.1
Echinodermata,Ophiurida,Ophiure,FF/SDF,,,,ST177,PP,PP4,0-5cm,1,333.333,295.67,0.887,887,,0,,94.602,21.723,,,,,,,,0.003,0.32,0.073,0.284,0.065,283.807,65.17,94602.325,21723.375,94.602,21.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,PP,PP4,0-5cm,5,1666.667,1476.67,4.43,4430,1.079,1079,1,447.451,105.583,77.149,1.112,2058.396,326.952,1052.082,1053.082,2.243,0.003,0.303,0.072,1.342,0.317,1342.352,316.749,447450.701,105583.012,447.451,105.583,86.523,0.371,13.149,366.806,-23.564,-22.564,1.08,1075.645,0.023,0.011,0.023,0.011,0.012,3.821,0.538,7.107,2369.087,2.369,5.295,,2045.246,0.011,0.004,0.011,0.004,0.007,0.572,0.459,1.245,415.058,0.415,3.931
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,PP,PP4,0-5cm,21,7000,1071,3.213,3213,0.752,752,10,417.349,72.594,50.971,0.396,80.479,293.041,-8.019,-7.019,1.097,0.003,0.39,0.068,1.252,0.218,1252.047,217.781,417348.96,72593.715,417.349,72.594,87.934,0.371,13.827,398.083,-22.605,-21.605,1.081,14.586,0.011,0.011,0.011,0.011,0,0.047,0.538,0.087,29.131,0.029,0.07,,66.652,0.004,0.004,0.004,0.004,0,0.012,0.459,0.027,9.001,0.009,0.124
Polychaeta,unidentified,unidentified,,,,,ST177,PP,PP4,0-5cm,,,1008,3.024,3024,,0,,342.035,80.681,,,,,,,,0.003,0.339,0.08,1.026,0.242,1026.106,242.042,342035.239,80680.508,342.035,80.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,PP,PP4,0-5cm,3,1000,27.58,0.083,82.733,0.563,563,7,11.991,2.7,,,,,,,,0.003,0.435,0.098,0.036,0.008,35.972,8.099,11990.607,2699.556,11.991,2.7,,,,,,,,,,,,,,,,,150.631,0.151,4.397,,,,,,,,,,,41.412,0.041,4.858
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,PP,PP5,0-5cm,5,1666.667,47.5,0.143,142.5,,0,,16.283,3.771,,,,,,,,0.003,0.343,0.079,0.049,0.011,48.848,11.313,16282.575,3770.921,16.283,3.771,,,,,,,,,,,,,,,,,3.883,0.004,0.07,,,,,,,,,,,1.202,0.001,0.1
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,PP,PP5,0-5cm,2,666.667,139,0.417,417,0.604,604,2,24.702,5.975,25.963,0.413,128.337,107.336,11.945,12.945,1.119,0.003,0.178,0.043,0.074,0.018,74.105,17.924,24701.534,5974.833,24.702,5.975,33.908,0.373,18.444,147.028,-21.277,-20.277,1.082,33.222,0.011,0.011,0.011,0.011,0,0.039,0.538,0.073,12.149,0.012,0.34,,109.892,0.004,0.004,0.004,0.004,0,0.01,0.459,0.023,3.779,0.004,0.437
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,PP,PP5,0-5cm,7,2333.333,3705,11.115,11115,1.36,1360,2,1215.886,274.23,100.662,1.067,1934.814,446.317,1050.134,1051.134,2.241,0.003,0.328,0.074,3.648,0.823,3647.659,822.69,1215886.244,274229.997,1215.886,274.23,69.907,0.371,13.176,286.164,-23.482,-22.482,1.08,1073.617,0.023,0.011,0.023,0.011,0.012,5.206,0.538,9.684,3227.97,3.228,2.655,,1921.638,0.011,0.004,0.011,0.004,0.007,0.701,0.459,1.527,509.052,0.509,1.856
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,PP,PP5,5-10cm,2,666.667,604,1.812,1812,1.141,1141,1,131.142,32.152,60.737,0.467,275.463,247.737,103.102,104.102,1.218,0.003,0.217,0.053,0.393,0.096,393.426,96.456,131141.874,32151.878,131.142,32.152,69.907,0.371,13.176,286.164,-23.482,-22.482,1.08,126.585,0.012,0.011,0.012,0.011,0.001,0.344,0.538,0.64,213.476,0.213,1.628,,262.287,0.005,0.004,0.005,0.004,0.001,0.058,0.459,0.127,42.178,0.042,1.312
Bivalve,Tellinidae,Tellina sp.,SDF,,,,ST177,PP,PP5,0-5cm,2,666.667,0.44,0.001,1.333,,0,,0.07,0.018,,,,,,,,0.003,0.158,0.04,0,0,0.21,0.054,70.004,17.996,0.07,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,PP,PP5,0-5cm,32,10666.667,1089.33,3.268,3268,1.067,1067,11,333.796,63.494,62.192,0.432,179.095,326.952,21.22,22.22,1.129,0.003,0.306,0.058,1.001,0.19,1001.387,190.481,333795.548,63493.675,333.796,63.494,88.297,0.371,13.323,456.048,-22.912,-21.912,1.081,44.132,0.011,0.011,0.011,0.011,0,0.159,0.538,0.295,98.313,0.098,0.295,,165.773,0.004,0.004,0.004,0.004,0.001,0.038,0.459,0.082,27.306,0.027,0.43
Polychaeta,unidentified,unidentified,,,,,ST177,PP,PP5,0-5cm,,,729.33,2.188,2188,,0,,247.478,58.376,,,,,,,,0.003,0.339,0.08,0.742,0.175,742.434,175.128,247477.878,58375.976,247.478,58.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,PP,PP5,0-5cm,2,666.667,84.25,0.253,252.75,0.563,563,7,15.379,3.827,25.574,1.262,2477.127,102.769,845.003,846.003,2.021,0.003,0.183,0.045,0.046,0.011,46.137,11.481,15378.851,3827.012,15.379,3.827,159.556,0.37,10.992,655.458,-23.353,-22.353,1.08,868.355,0.021,0.011,0.02,0.011,0.009,0.972,0.538,1.808,150.631,0.151,4.397,,2466.135,0.013,0.004,0.013,0.004,0.009,0.228,0.459,0.497,41.412,0.041,4.858
